TIMESLICE,SEASON,VALUE
m12_d5_t12,7,0
m12_d5_t13,7,0
m12_d5_t14,7,0
m12_d5_t15,7,0
m12_d5_t16,7,0
m12_d5_t17,7,0
m12_d5_t18,7,0
m12_d5_t19,7,0
m12_d5_t20,7,0
m12_d5_t21,7,0
m12_d5_t22,7,0
m12_d5_t23,7,0
m12_d5_t24,7,0
m1_d1_t1,8,0
m1_d1_t2,8,0
m1_d1_t3,8,0
m1_d1_t4,8,0
m1_d1_t5,8,0
m1_d1_t6,8,0
m1_d1_t7,8,0
m1_d1_t8,8,0
m1_d1_t9,8,0
m1_d1_t10,8,0
m1_d1_t11,8,0
m1_d1_t12,8,0
m1_d1_t13,8,0
m1_d1_t14,8,0
m1_d1_t15,8,0
m1_d1_t16,8,0
m1_d1_t17,8,0
m1_d1_t18,8,0
m1_d1_t19,8,0
m1_d1_t20,8,0
m1_d1_t21,8,0
m1_d1_t22,8,0
m1_d1_t23,8,0
m1_d1_t24,8,0
m1_d2_t1,8,0
m1_d2_t2,8,0
m1_d2_t3,8,0
m1_d2_t4,8,0
m1_d2_t5,8,0
m1_d2_t6,8,0
m1_d2_t7,8,0
m1_d2_t8,8,0
m1_d2_t9,8,0
m1_d2_t10,8,0
m1_d2_t11,8,0
m1_d2_t12,8,0
m1_d2_t13,8,0
m1_d2_t14,8,0
m1_d2_t15,8,0
m1_d2_t16,8,0
m1_d2_t17,8,0
m1_d2_t18,8,0
m1_d2_t19,8,0
m1_d2_t20,8,0
m1_d2_t21,8,0
m1_d2_t22,8,0
m1_d2_t23,8,0
m1_d2_t24,8,0
m1_d3_t1,8,0
m1_d3_t2,8,0
m1_d3_t3,8,0
m1_d3_t4,8,0
m1_d3_t5,8,0
m1_d3_t6,8,0
m1_d3_t7,8,0
m1_d3_t8,8,0
m1_d3_t9,8,0
m1_d3_t10,8,0
m1_d3_t11,8,0
m1_d3_t12,8,0
m1_d3_t13,8,0
m1_d3_t14,8,0
m1_d3_t15,8,0
m1_d3_t16,8,0
m1_d3_t17,8,0
m1_d3_t18,8,0
m1_d3_t19,8,0
m1_d3_t20,8,0
m1_d3_t21,8,0
m1_d3_t22,8,0
m1_d3_t23,8,0
m1_d3_t24,8,0
m1_d4_t1,8,0
m1_d4_t2,8,0
m1_d4_t3,8,0
m1_d4_t4,8,0
m1_d4_t5,8,0
m1_d4_t6,8,0
m1_d4_t7,8,0
m1_d4_t8,8,0
m1_d4_t9,8,0
m1_d4_t10,8,0
m1_d4_t11,8,0
m1_d4_t12,8,0
m1_d4_t13,8,0
m1_d4_t14,8,0
m1_d4_t15,8,0
m1_d4_t16,8,0
m1_d4_t17,8,0
m1_d4_t18,8,0
m1_d4_t19,8,0
m1_d4_t20,8,0
m1_d4_t21,8,0
m1_d4_t22,8,0
m1_d4_t23,8,0
m1_d4_t24,8,0
m1_d5_t1,8,0
m1_d5_t2,8,0
m1_d5_t3,8,0
m1_d5_t4,8,0
m1_d5_t5,8,0
m1_d5_t6,8,0
m1_d5_t7,8,0
m1_d5_t8,8,0
m1_d5_t9,8,0
m1_d5_t10,8,0
m1_d5_t11,8,0
m1_d5_t12,8,0
m1_d5_t13,8,0
m1_d5_t14,8,0
m1_d5_t15,8,0
m1_d5_t16,8,0
m1_d5_t17,8,0
m1_d5_t18,8,0
m1_d5_t19,8,0
m1_d5_t20,8,0
m1_d5_t21,8,0
m1_d5_t22,8,0
m1_d5_t23,8,0
m1_d5_t24,8,0
m2_d1_t1,8,0
m2_d1_t2,8,0
m2_d1_t3,8,0
m2_d1_t4,8,0
m2_d1_t5,8,0
m2_d1_t6,8,0
m2_d1_t7,8,0
m2_d1_t8,8,0
m2_d1_t9,8,0
m2_d1_t10,8,0
m2_d1_t11,8,0
m2_d1_t12,8,0
m2_d1_t13,8,0
m2_d1_t14,8,0
m2_d1_t15,8,0
m2_d1_t16,8,0
m2_d1_t17,8,0
m2_d1_t18,8,0
m2_d1_t19,8,0
m2_d1_t20,8,0
m2_d1_t21,8,0
m2_d1_t22,8,0
m2_d1_t23,8,0
m2_d1_t24,8,0
m2_d2_t1,8,0
m2_d2_t2,8,0
m2_d2_t3,8,0
m2_d2_t4,8,0
m2_d2_t5,8,0
m2_d2_t6,8,0
m2_d2_t7,8,0
m2_d2_t8,8,0
m2_d2_t9,8,0
m2_d2_t10,8,0
m2_d2_t11,8,0
m2_d2_t12,8,0
m2_d2_t13,8,0
m2_d2_t14,8,0
m2_d2_t15,8,0
m2_d2_t16,8,0
m2_d2_t17,8,0
m2_d2_t18,8,0
m2_d2_t19,8,0
m2_d2_t20,8,0
m2_d2_t21,8,0
m2_d2_t22,8,0
m2_d2_t23,8,0
m2_d2_t24,8,0
m2_d3_t1,8,0
m2_d3_t2,8,0
m2_d3_t3,8,0
m2_d3_t4,8,0
m2_d3_t5,8,0
m2_d3_t6,8,0
m2_d3_t7,8,0
m2_d3_t8,8,0
m2_d3_t9,8,0
m2_d3_t10,8,0
m2_d3_t11,8,0
m2_d3_t12,8,0
m2_d3_t13,8,0
m2_d3_t14,8,0
m2_d3_t15,8,0
m2_d3_t16,8,0
m2_d3_t17,8,0
m2_d3_t18,8,0
m2_d3_t19,8,0
m2_d3_t20,8,0
m2_d3_t21,8,0
m2_d3_t22,8,0
m2_d3_t23,8,0
m2_d3_t24,8,0
m2_d4_t1,8,0
m2_d4_t2,8,0
m2_d4_t3,8,0
m2_d4_t4,8,0
m2_d4_t5,8,0
m2_d4_t6,8,0
m2_d4_t7,8,0
m2_d4_t8,8,0
m2_d4_t9,8,0
m2_d4_t10,8,0
m2_d4_t11,8,0
m2_d4_t12,8,0
m2_d4_t13,8,0
m2_d4_t14,8,0
m2_d4_t15,8,0
m2_d4_t16,8,0
m2_d4_t17,8,0
m2_d4_t18,8,0
m2_d4_t19,8,0
m2_d4_t20,8,0
m2_d4_t21,8,0
m2_d4_t22,8,0
m2_d4_t23,8,0
m2_d4_t24,8,0
m2_d5_t1,8,0
m2_d5_t2,8,0
m2_d5_t3,8,0
m2_d5_t4,8,0
m2_d5_t5,8,0
m2_d5_t6,8,0
m2_d5_t7,8,0
m2_d5_t8,8,0
m2_d5_t9,8,0
m2_d5_t10,8,0
m2_d5_t11,8,0
m2_d5_t12,8,0
m2_d5_t13,8,0
m2_d5_t14,8,0
m2_d5_t15,8,0
m2_d5_t16,8,0
m2_d5_t17,8,0
m2_d5_t18,8,0
m2_d5_t19,8,0
m2_d5_t20,8,0
m2_d5_t21,8,0
m2_d5_t22,8,0
m2_d5_t23,8,0
m2_d5_t24,8,0
m3_d1_t1,8,0
m3_d1_t2,8,0
m3_d1_t3,8,0
m3_d1_t4,8,0
m3_d1_t5,8,0
m3_d1_t6,8,0
m3_d1_t7,8,0
m3_d1_t8,8,0
m3_d1_t9,8,0
m3_d1_t10,8,0
m3_d1_t11,8,0
m3_d1_t12,8,0
m3_d1_t13,8,0
m3_d1_t14,8,0
m3_d1_t15,8,0
m3_d1_t16,8,0
m3_d1_t17,8,0
m3_d1_t18,8,0
m3_d1_t19,8,0
m3_d1_t20,8,0
m3_d1_t21,8,0
m3_d1_t22,8,0
m3_d1_t23,8,0
m3_d1_t24,8,0
m3_d2_t1,8,0
m3_d2_t2,8,0
m3_d2_t3,8,0
m3_d2_t4,8,0
m3_d2_t5,8,0
m3_d2_t6,8,0
m3_d2_t7,8,0
m3_d2_t8,8,0
m3_d2_t9,8,0
m3_d2_t10,8,0
m3_d2_t11,8,0
m3_d2_t12,8,0
m3_d2_t13,8,0
m3_d2_t14,8,0
m3_d2_t15,8,0
m3_d2_t16,8,0
m3_d2_t17,8,0
m3_d2_t18,8,0
m3_d2_t19,8,0
m3_d2_t20,8,0
m3_d2_t21,8,0
m3_d2_t22,8,0
m3_d2_t23,8,0
m3_d2_t24,8,0
m3_d3_t1,8,0
m3_d3_t2,8,0
m3_d3_t3,8,0
m3_d3_t4,8,0
m3_d3_t5,8,0
m3_d3_t6,8,0
m3_d3_t7,8,0
m3_d3_t8,8,0
m3_d3_t9,8,0
m3_d3_t10,8,0
m3_d3_t11,8,0
m3_d3_t12,8,0
m3_d3_t13,8,0
m3_d3_t14,8,0
m3_d3_t15,8,0
m3_d3_t16,8,0
m3_d3_t17,8,0
m3_d3_t18,8,0
m3_d3_t19,8,0
m3_d3_t20,8,0
m3_d3_t21,8,0
m3_d3_t22,8,0
m3_d3_t23,8,0
m3_d3_t24,8,0
m3_d4_t1,8,0
m3_d4_t2,8,0
m3_d4_t3,8,0
m3_d4_t4,8,0
m3_d4_t5,8,0
m3_d4_t6,8,0
m3_d4_t7,8,0
m3_d4_t8,8,0
m3_d4_t9,8,0
m3_d4_t10,8,0
m3_d4_t11,8,0
m3_d4_t12,8,0
m3_d4_t13,8,0
m3_d4_t14,8,0
m3_d4_t15,8,0
m3_d4_t16,8,0
m3_d4_t17,8,0
m3_d4_t18,8,0
m3_d4_t19,8,0
m3_d4_t20,8,0
m3_d4_t21,8,0
m3_d4_t22,8,0
m3_d4_t23,8,0
m3_d4_t24,8,0
m3_d5_t1,8,0
m3_d5_t2,8,0
m3_d5_t3,8,0
m3_d5_t4,8,0
m3_d5_t5,8,0
m3_d5_t6,8,0
m3_d5_t7,8,0
m3_d5_t8,8,0
m3_d5_t9,8,0
m3_d5_t10,8,0
m3_d5_t11,8,0
m3_d5_t12,8,0
m3_d5_t13,8,0
m3_d5_t14,8,0
m3_d5_t15,8,0
m3_d5_t16,8,0
m3_d5_t17,8,0
m3_d5_t18,8,0
m3_d5_t19,8,0
m3_d5_t20,8,0
m3_d5_t21,8,0
m3_d5_t22,8,0
m3_d5_t23,8,0
m3_d5_t24,8,0
m4_d1_t1,8,0
m4_d1_t2,8,0
m4_d1_t3,8,0
m4_d1_t4,8,0
m4_d1_t5,8,0
m4_d1_t6,8,0
m4_d1_t7,8,0
m4_d1_t8,8,0
m4_d1_t9,8,0
m4_d1_t10,8,0
m4_d1_t11,8,0
m4_d1_t12,8,0
m4_d1_t13,8,0
m4_d1_t14,8,0
m4_d1_t15,8,0
m4_d1_t16,8,0
m4_d1_t17,8,0
m4_d1_t18,8,0
m4_d1_t19,8,0
m4_d1_t20,8,0
m4_d1_t21,8,0
m4_d1_t22,8,0
m4_d1_t23,8,0
m4_d1_t24,8,0
m4_d2_t1,8,0
m4_d2_t2,8,0
m4_d2_t3,8,0
m4_d2_t4,8,0
m4_d2_t5,8,0
m4_d2_t6,8,0
m4_d2_t7,8,0
m4_d2_t8,8,0
m4_d2_t9,8,0
m4_d2_t10,8,0
m4_d2_t11,8,0
m4_d2_t12,8,0
m4_d2_t13,8,0
m4_d2_t14,8,0
m4_d2_t15,8,0
m4_d2_t16,8,0
m4_d2_t17,8,0
m4_d2_t18,8,0
m4_d2_t19,8,0
m4_d2_t20,8,0
m4_d2_t21,8,0
m4_d2_t22,8,0
m4_d2_t23,8,0
m4_d2_t24,8,0
m4_d3_t1,8,0
m4_d3_t2,8,0
m4_d3_t3,8,0
m4_d3_t4,8,0
m4_d3_t5,8,0
m4_d3_t6,8,0
m4_d3_t7,8,0
m4_d3_t8,8,0
m4_d3_t9,8,0
m4_d3_t10,8,0
m4_d3_t11,8,0
m4_d3_t12,8,0
m4_d3_t13,8,0
m4_d3_t14,8,0
m4_d3_t15,8,0
m4_d3_t16,8,0
m4_d3_t17,8,0
m4_d3_t18,8,0
m4_d3_t19,8,0
m4_d3_t20,8,0
m4_d3_t21,8,0
m4_d3_t22,8,0
m4_d3_t23,8,0
m4_d3_t24,8,0
m4_d4_t1,8,0
m4_d4_t2,8,0
m4_d4_t3,8,0
m4_d4_t4,8,0
m4_d4_t5,8,0
m4_d4_t6,8,0
m4_d4_t7,8,0
m4_d4_t8,8,0
m4_d4_t9,8,0
m4_d4_t10,8,0
m4_d4_t11,8,0
m4_d4_t12,8,0
m4_d4_t13,8,0
m4_d4_t14,8,0
m4_d4_t15,8,0
m4_d4_t16,8,0
m4_d4_t17,8,0
m4_d4_t18,8,0
m4_d4_t19,8,0
m4_d4_t20,8,0
m4_d4_t21,8,0
m4_d4_t22,8,0
m4_d4_t23,8,0
m4_d4_t24,8,0
m4_d5_t1,8,0
m4_d5_t2,8,0
m4_d5_t3,8,0
m4_d5_t4,8,0
m4_d5_t5,8,0
m4_d5_t6,8,0
m4_d5_t7,8,0
m4_d5_t8,8,0
m4_d5_t9,8,0
m4_d5_t10,8,0
m4_d5_t11,8,0
m4_d5_t12,8,0
m4_d5_t13,8,0
m4_d5_t14,8,0
m4_d5_t15,8,0
m4_d5_t16,8,0
m4_d5_t17,8,0
m4_d5_t18,8,0
m4_d5_t19,8,0
m4_d5_t20,8,0
m4_d5_t21,8,0
m4_d5_t22,8,0
m4_d5_t23,8,0
m4_d5_t24,8,0
m5_d1_t1,8,0
m5_d1_t2,8,0
m5_d1_t3,8,0
m5_d1_t4,8,0
m5_d1_t5,8,0
m5_d1_t6,8,0
m5_d1_t7,8,0
m5_d1_t8,8,0
m5_d1_t9,8,0
m5_d1_t10,8,0
m5_d1_t11,8,0
m5_d1_t12,8,0
m5_d1_t13,8,0
m5_d1_t14,8,0
m5_d1_t15,8,0
m5_d1_t16,8,0
m5_d1_t17,8,0
m5_d1_t18,8,0
m5_d1_t19,8,0
m5_d1_t20,8,0
m5_d1_t21,8,0
m5_d1_t22,8,0
m5_d1_t23,8,0
m5_d1_t24,8,0
m5_d2_t1,8,0
m5_d2_t2,8,0
m5_d2_t3,8,0
m5_d2_t4,8,0
m5_d2_t5,8,0
m5_d2_t6,8,0
m5_d2_t7,8,0
m5_d2_t8,8,0
m5_d2_t9,8,0
m5_d2_t10,8,0
m5_d2_t11,8,0
m5_d2_t12,8,0
m5_d2_t13,8,0
m5_d2_t14,8,0
m5_d2_t15,8,0
m5_d2_t16,8,0
m5_d2_t17,8,0
m5_d2_t18,8,0
m5_d2_t19,8,0
m5_d2_t20,8,0
m5_d2_t21,8,0
m5_d2_t22,8,0
m5_d2_t23,8,0
m5_d2_t24,8,0
m5_d3_t1,8,0
m5_d3_t2,8,0
m5_d3_t3,8,0
m5_d3_t4,8,0
m5_d3_t5,8,0
m5_d3_t6,8,0
m5_d3_t7,8,0
m5_d3_t8,8,0
m5_d3_t9,8,0
m5_d3_t10,8,0
m5_d3_t11,8,0
m5_d3_t12,8,0
m5_d3_t13,8,0
m5_d3_t14,8,0
m5_d3_t15,8,0
m5_d3_t16,8,0
m5_d3_t17,8,0
m5_d3_t18,8,0
m5_d3_t19,8,0
m5_d3_t20,8,0
m5_d3_t21,8,0
m5_d3_t22,8,0
m5_d3_t23,8,0
m5_d3_t24,8,0
m5_d4_t1,8,0
m5_d4_t2,8,0
m5_d4_t3,8,0
m5_d4_t4,8,0
m5_d4_t5,8,0
m5_d4_t6,8,0
m5_d4_t7,8,0
m5_d4_t8,8,0
m5_d4_t9,8,0
m5_d4_t10,8,0
m5_d4_t11,8,0
m5_d4_t12,8,0
m5_d4_t13,8,0
m5_d4_t14,8,0
m5_d4_t15,8,0
m5_d4_t16,8,0
m5_d4_t17,8,0
m5_d4_t18,8,0
m5_d4_t19,8,0
m5_d4_t20,8,0
m5_d4_t21,8,0
m5_d4_t22,8,0
m5_d4_t23,8,0
m5_d4_t24,8,0
m5_d5_t1,8,0
m5_d5_t2,8,0
m5_d5_t3,8,0
m5_d5_t4,8,0
m5_d5_t5,8,0
m5_d5_t6,8,0
m5_d5_t7,8,0
m5_d5_t8,8,0
m5_d5_t9,8,0
m5_d5_t10,8,0
m5_d5_t11,8,0
m5_d5_t12,8,0
m5_d5_t13,8,0
m5_d5_t14,8,0
m5_d5_t15,8,0
m5_d5_t16,8,0
m5_d5_t17,8,0
m5_d5_t18,8,0
m5_d5_t19,8,0
m5_d5_t20,8,0
m5_d5_t21,8,0
m5_d5_t22,8,0
m5_d5_t23,8,0
m5_d5_t24,8,0
m6_d1_t1,8,0
m6_d1_t2,8,0
m6_d1_t3,8,0
m6_d1_t4,8,0
m6_d1_t5,8,0
m6_d1_t6,8,0
m6_d1_t7,8,0
m6_d1_t8,8,0
m6_d1_t9,8,0
m6_d1_t10,8,0
m6_d1_t11,8,0
m6_d1_t12,8,0
m6_d1_t13,8,0
m6_d1_t14,8,0
m6_d1_t15,8,0
m6_d1_t16,8,0
m6_d1_t17,8,0
m6_d1_t18,8,0
m6_d1_t19,8,0
m6_d1_t20,8,0
m6_d1_t21,8,0
m6_d1_t22,8,0
m6_d1_t23,8,0
m6_d1_t24,8,0
m6_d2_t1,8,0
m6_d2_t2,8,0
m6_d2_t3,8,0
m6_d2_t4,8,0
m6_d2_t5,8,0
m6_d2_t6,8,0
m6_d2_t7,8,0
m6_d2_t8,8,0
m6_d2_t9,8,0
m6_d2_t10,8,0
m6_d2_t11,8,0
m6_d2_t12,8,0
m6_d2_t13,8,0
m6_d2_t14,8,0
m6_d2_t15,8,0
m6_d2_t16,8,0
m6_d2_t17,8,0
m6_d2_t18,8,0
m6_d2_t19,8,0
m6_d2_t20,8,0
m6_d2_t21,8,0
m6_d2_t22,8,0
m6_d2_t23,8,0
m6_d2_t24,8,0
m6_d3_t1,8,0
m6_d3_t2,8,0
m6_d3_t3,8,0
m6_d3_t4,8,0
m6_d3_t5,8,0
m6_d3_t6,8,0
m6_d3_t7,8,0
m6_d3_t8,8,0
m6_d3_t9,8,0
m6_d3_t10,8,0
m6_d3_t11,8,0
m6_d3_t12,8,0
m6_d3_t13,8,0
m6_d3_t14,8,0
m6_d3_t15,8,0
m6_d3_t16,8,0
m6_d3_t17,8,0
m6_d3_t18,8,0
m6_d3_t19,8,0
m6_d3_t20,8,0
m6_d3_t21,8,0
m6_d3_t22,8,0
m6_d3_t23,8,0
m6_d3_t24,8,0
m6_d4_t1,8,0
m6_d4_t2,8,0
m6_d4_t3,8,0
m6_d4_t4,8,0
m6_d4_t5,8,0
m6_d4_t6,8,0
m6_d4_t7,8,0
m6_d4_t8,8,0
m6_d4_t9,8,0
m6_d4_t10,8,0
m6_d4_t11,8,0
m6_d4_t12,8,0
m6_d4_t13,8,0
m6_d4_t14,8,0
m6_d4_t15,8,0
m6_d4_t16,8,0
m6_d4_t17,8,0
m6_d4_t18,8,0
m6_d4_t19,8,0
m6_d4_t20,8,0
m6_d4_t21,8,0
m6_d4_t22,8,0
m6_d4_t23,8,0
m6_d4_t24,8,0
m6_d5_t1,8,0
m6_d5_t2,8,0
m6_d5_t3,8,0
m6_d5_t4,8,0
m6_d5_t5,8,0
m6_d5_t6,8,0
m6_d5_t7,8,0
m6_d5_t8,8,0
m6_d5_t9,8,0
m6_d5_t10,8,0
m6_d5_t11,8,0
m6_d5_t12,8,0
m6_d5_t13,8,0
m6_d5_t14,8,0
m6_d5_t15,8,0
m6_d5_t16,8,0
m6_d5_t17,8,0
m6_d5_t18,8,0
m6_d5_t19,8,0
m6_d5_t20,8,0
m6_d5_t21,8,0
m6_d5_t22,8,0
m6_d5_t23,8,0
m6_d5_t24,8,0
m7_d1_t1,8,0
m7_d1_t2,8,0
m7_d1_t3,8,0
m7_d1_t4,8,0
m7_d1_t5,8,0
m7_d1_t6,8,0
m7_d1_t7,8,0
m7_d1_t8,8,0
m7_d1_t9,8,0
m7_d1_t10,8,0
m7_d1_t11,8,0
m7_d1_t12,8,0
m7_d1_t13,8,0
m7_d1_t14,8,0
m7_d1_t15,8,0
m7_d1_t16,8,0
m7_d1_t17,8,0
m7_d1_t18,8,0
m7_d1_t19,8,0
m7_d1_t20,8,0
m7_d1_t21,8,0
m7_d1_t22,8,0
m7_d1_t23,8,0
m7_d1_t24,8,0
m7_d2_t1,8,0
m7_d2_t2,8,0
m7_d2_t3,8,0
m7_d2_t4,8,0
m7_d2_t5,8,0
m7_d2_t6,8,0
m7_d2_t7,8,0
m7_d2_t8,8,0
m7_d2_t9,8,0
m7_d2_t10,8,0
m7_d2_t11,8,0
m7_d2_t12,8,0
m7_d2_t13,8,0
m7_d2_t14,8,0
m7_d2_t15,8,0
m7_d2_t16,8,0
m7_d2_t17,8,0
m7_d2_t18,8,0
m7_d2_t19,8,0
m7_d2_t20,8,0
m7_d2_t21,8,0
m7_d2_t22,8,0
m7_d2_t23,8,0
m7_d2_t24,8,0
m7_d3_t1,8,0
m7_d3_t2,8,0
m7_d3_t3,8,0
m7_d3_t4,8,0
m7_d3_t5,8,0
m7_d3_t6,8,0
m7_d3_t7,8,0
m7_d3_t8,8,0
m7_d3_t9,8,0
m7_d3_t10,8,0
m7_d3_t11,8,0
m7_d3_t12,8,0
m7_d3_t13,8,0
m7_d3_t14,8,0
m7_d3_t15,8,0
m7_d3_t16,8,0
m7_d3_t17,8,0
m7_d3_t18,8,0
m7_d3_t19,8,0
m7_d3_t20,8,0
m7_d3_t21,8,0
m7_d3_t22,8,0
m7_d3_t23,8,0
m7_d3_t24,8,0
m7_d4_t1,8,0
m7_d4_t2,8,0
m7_d4_t3,8,0
m7_d4_t4,8,0
m7_d4_t5,8,0
m7_d4_t6,8,0
m7_d4_t7,8,0
m7_d4_t8,8,0
m7_d4_t9,8,0
m7_d4_t10,8,0
m7_d4_t11,8,0
m7_d4_t12,8,0
m7_d4_t13,8,0
m7_d4_t14,8,0
m7_d4_t15,8,0
m7_d4_t16,8,0
m7_d4_t17,8,0
m7_d4_t18,8,0
m7_d4_t19,8,0
m7_d4_t20,8,0
m7_d4_t21,8,0
m7_d4_t22,8,0
m7_d4_t23,8,0
m7_d4_t24,8,0
m7_d5_t1,8,0
m7_d5_t2,8,0
m7_d5_t3,8,0
m7_d5_t4,8,0
m7_d5_t5,8,0
m7_d5_t6,8,0
m7_d5_t7,8,0
m7_d5_t8,8,0
m7_d5_t9,8,0
m7_d5_t10,8,0
m7_d5_t11,8,0
m7_d5_t12,8,0
m7_d5_t13,8,0
m7_d5_t14,8,0
m7_d5_t15,8,0
m7_d5_t16,8,0
m7_d5_t17,8,0
m7_d5_t18,8,0
m7_d5_t19,8,0
m7_d5_t20,8,0
m7_d5_t21,8,0
m7_d5_t22,8,0
m7_d5_t23,8,0
m7_d5_t24,8,0
m8_d1_t1,8,1
m8_d1_t2,8,1
m8_d1_t3,8,1
m8_d1_t4,8,1
m8_d1_t5,8,1
m8_d1_t6,8,1
m8_d1_t7,8,1
m8_d1_t8,8,1
m8_d1_t9,8,1
m8_d1_t10,8,1
m8_d1_t11,8,1
m8_d1_t12,8,1
m8_d1_t13,8,1
m8_d1_t14,8,1
m8_d1_t15,8,1
m8_d1_t16,8,1
m8_d1_t17,8,1
m8_d1_t18,8,1
m8_d1_t19,8,1
m8_d1_t20,8,1
m8_d1_t21,8,1
m8_d1_t22,8,1
m8_d1_t23,8,1
m8_d1_t24,8,1
m8_d2_t1,8,1
m8_d2_t2,8,1
m8_d2_t3,8,1
m8_d2_t4,8,1
m8_d2_t5,8,1
m8_d2_t6,8,1
m8_d2_t7,8,1
m8_d2_t8,8,1
m8_d2_t9,8,1
m8_d2_t10,8,1
m8_d2_t11,8,1
m8_d2_t12,8,1
m8_d2_t13,8,1
m8_d2_t14,8,1
m8_d2_t15,8,1
m8_d2_t16,8,1
m8_d2_t17,8,1
m8_d2_t18,8,1
m8_d2_t19,8,1
m8_d2_t20,8,1
m8_d2_t21,8,1
m8_d2_t22,8,1
m8_d2_t23,8,1
m8_d2_t24,8,1
m8_d3_t1,8,1
m8_d3_t2,8,1
m8_d3_t3,8,1
m8_d3_t4,8,1
m8_d3_t5,8,1
m8_d3_t6,8,1
m8_d3_t7,8,1
m8_d3_t8,8,1
m8_d3_t9,8,1
m8_d3_t10,8,1
m8_d3_t11,8,1
m8_d3_t12,8,1
m8_d3_t13,8,1
m8_d3_t14,8,1
m8_d3_t15,8,1
m8_d3_t16,8,1
m8_d3_t17,8,1
m8_d3_t18,8,1
m8_d3_t19,8,1
m8_d3_t20,8,1
m8_d3_t21,8,1
m8_d3_t22,8,1
m8_d3_t23,8,1
m8_d3_t24,8,1
m8_d4_t1,8,1
m8_d4_t2,8,1
m8_d4_t3,8,1
m8_d4_t4,8,1
m8_d4_t5,8,1
m8_d4_t6,8,1
m8_d4_t7,8,1
m8_d4_t8,8,1
m8_d4_t9,8,1
m8_d4_t10,8,1
m8_d4_t11,8,1
m8_d4_t12,8,1
m8_d4_t13,8,1
m8_d4_t14,8,1
m8_d4_t15,8,1
m8_d4_t16,8,1
m8_d4_t17,8,1
m8_d4_t18,8,1
m8_d4_t19,8,1
m8_d4_t20,8,1
m8_d4_t21,8,1
m8_d4_t22,8,1
m8_d4_t23,8,1
m8_d4_t24,8,1
m8_d5_t1,8,1
m8_d5_t2,8,1
m8_d5_t3,8,1
m8_d5_t4,8,1
m8_d5_t5,8,1
m8_d5_t6,8,1
m8_d5_t7,8,1
m8_d5_t8,8,1
m8_d5_t9,8,1
m8_d5_t10,8,1
m8_d5_t11,8,1
m8_d5_t12,8,1
m8_d5_t13,8,1
m8_d5_t14,8,1
m8_d5_t15,8,1
m8_d5_t16,8,1
m8_d5_t17,8,1
m8_d5_t18,8,1
m8_d5_t19,8,1
m8_d5_t20,8,1
m8_d5_t21,8,1
m8_d5_t22,8,1
m8_d5_t23,8,1
m8_d5_t24,8,1
m9_d1_t1,8,0
m9_d1_t2,8,0
m9_d1_t3,8,0
m9_d1_t4,8,0
m9_d1_t5,8,0
m9_d1_t6,8,0
m9_d1_t7,8,0
m9_d1_t8,8,0
m9_d1_t9,8,0
m9_d1_t10,8,0
m9_d1_t11,8,0
m9_d1_t12,8,0
m9_d1_t13,8,0
m9_d1_t14,8,0
m9_d1_t15,8,0
m9_d1_t16,8,0
m9_d1_t17,8,0
m9_d1_t18,8,0
m9_d1_t19,8,0
m9_d1_t20,8,0
m9_d1_t21,8,0
m9_d1_t22,8,0
m9_d1_t23,8,0
m9_d1_t24,8,0
m9_d2_t1,8,0
m9_d2_t2,8,0
m9_d2_t3,8,0
m9_d2_t4,8,0
m9_d2_t5,8,0
m9_d2_t6,8,0
m9_d2_t7,8,0
m9_d2_t8,8,0
m9_d2_t9,8,0
m9_d2_t10,8,0
m9_d2_t11,8,0
m9_d2_t12,8,0
m9_d2_t13,8,0
m9_d2_t14,8,0
m9_d2_t15,8,0
m9_d2_t16,8,0
m9_d2_t17,8,0
m9_d2_t18,8,0
m9_d2_t19,8,0
m9_d2_t20,8,0
m9_d2_t21,8,0
m9_d2_t22,8,0
m9_d2_t23,8,0
m9_d2_t24,8,0
m9_d3_t1,8,0
m9_d3_t2,8,0
m9_d3_t3,8,0
m9_d3_t4,8,0
m9_d3_t5,8,0
m9_d3_t6,8,0
m9_d3_t7,8,0
m9_d3_t8,8,0
m9_d3_t9,8,0
m9_d3_t10,8,0
m9_d3_t11,8,0
m9_d3_t12,8,0
m9_d3_t13,8,0
m9_d3_t14,8,0
m9_d3_t15,8,0
m9_d3_t16,8,0
m9_d3_t17,8,0
m9_d3_t18,8,0
m9_d3_t19,8,0
m9_d3_t20,8,0
m9_d3_t21,8,0
m9_d3_t22,8,0
m9_d3_t23,8,0
m9_d3_t24,8,0
m9_d4_t1,8,0
m9_d4_t2,8,0
m9_d4_t3,8,0
m9_d4_t4,8,0
m9_d4_t5,8,0
m9_d4_t6,8,0
m9_d4_t7,8,0
m9_d4_t8,8,0
m9_d4_t9,8,0
m9_d4_t10,8,0
m9_d4_t11,8,0
m9_d4_t12,8,0
m9_d4_t13,8,0
m9_d4_t14,8,0
m9_d4_t15,8,0
m9_d4_t16,8,0
m9_d4_t17,8,0
m9_d4_t18,8,0
m9_d4_t19,8,0
m9_d4_t20,8,0
m9_d4_t21,8,0
m9_d4_t22,8,0
m9_d4_t23,8,0
m9_d4_t24,8,0
m9_d5_t1,8,0
m9_d5_t2,8,0
m9_d5_t3,8,0
m9_d5_t4,8,0
m9_d5_t5,8,0
m9_d5_t6,8,0
